set_name,set_code,set_release_date,set_total_cards,pack_name,card_name,card_number,card_rarity,card_type,pokemon_stage,evolves_from,ex
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Probopass,118,Two Diamond,Metal,Stage1,Nosepass,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dialga ex,119,Four Diamond,Metal,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Heatran,120,Three Diamond,Metal,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Gible,121,One Diamond,Dragon,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Gabite,122,Two Diamond,Dragon,Stage1,Gible,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Garchomp,123,Three Diamond,Dragon,Stage2,Gabite,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Lickitung,124,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Lickilicky ex,125,Four Diamond,Colorless,Stage1,Lickitung,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Eevee,126,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Porygon,127,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Porygon2,128,Two Diamond,Colorless,Stage1,Porygon,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Porygon-Z,129,Three Diamond,Colorless,Stage2,Porygon2,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Aipom,130,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Ambipom,131,One Diamond,Colorless,Stage1,Aipom,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Starly,132,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Staravia,133,One Diamond,Colorless,Stage1,Starly,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Staraptor,134,Two Diamond,Colorless,Stage2,Staravia,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Bidoof,135,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Bibarel,136,One Diamond,Colorless,Stage1,Bidoof,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Buneary,137,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Lopunny,138,One Diamond,Colorless,Stage1,Buneary,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Glameow,139,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Purugly,140,Two Diamond,Colorless,Stage1,Glameow,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Chatot,141,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Fan Rotom,142,One Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Regigigas,143,Three Diamond,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Skull Fossil,144,One Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Armor Fossil,145,One Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Pokémon Communication,146,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Giant Cape,147,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rocky Helmet,148,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Lum Berry,149,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cyrus,150,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Team Galactic Grunt,151,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cynthia,152,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Volkner,153,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dawn,154,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mars,155,Two Diamond,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Tangrowth,156,One Star,Grass,Stage1,Tangela,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Combee,157,One Star,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Carnivine,158,One Star,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Shaymin,159,One Star,Grass,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Mamoswine,160,One Star,Water,Stage2,Piloswine,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Gastrodon,161,One Star,Water,Stage1,Shellos,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Manaphy,162,One Star,Water,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Shinx,163,One Star,Lightning,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rotom,164,One Star,Lightning,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Drifloon,165,One Star,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Mesprit,166,One Star,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Giratina,167,One Star,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cresselia,168,One Star,Psychic,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Rhyperior,169,One Star,Fighting,Stage2,Rhydon,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Lucario,170,One Star,Fighting,Stage1,Riolu,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Hippopotas,171,One Star,Fighting,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Spiritomb,172,One Star,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Croagunk,173,One Star,Darkness,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Heatran,174,One Star,Metal,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Garchomp,175,One Star,Dragon,Stage2,Gabite,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Staraptor,176,One Star,Colorless,Stage2,Staravia,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Bidoof,177,One Star,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Glameow,178,One Star,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Regigigas,179,One Star,Colorless,Basic,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Yanmega ex,180,Two Star,Grass,Stage1,Yanma,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Infernape ex,181,Two Star,Fire,Stage2,Monferno,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Palkia ex,182,Two Star,Water,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Pachirisu ex,183,Two Star,Lightning,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mismagius ex,184,Two Star,Psychic,Stage1,Misdreavus,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Gallade ex,185,Two Star,Fighting,Stage2,Kirlia,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Weavile ex,186,Two Star,Darkness,Stage1,Sneasel,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Darkrai ex,187,Two Star,Darkness,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dialga ex,188,Two Star,Metal,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Lickilicky ex,189,Two Star,Colorless,Stage1,Lickitung,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cyrus,190,Two Star,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Team Galactic Grunt,191,Two Star,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Cynthia,192,Two Star,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Volkner,193,Two Star,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dawn,194,Two Star,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mars,195,Two Star,Trainer,,,No
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Yanmega ex,196,Two Star,Grass,Stage1,Yanma,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Infernape ex,197,Two Star,Fire,Stage2,Monferno,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Pachirisu ex,198,Two Star,Lightning,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Mismagius ex,199,Two Star,Psychic,Stage1,Misdreavus,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Gallade ex,200,Two Star,Fighting,Stage2,Kirlia,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Weavile ex,201,Two Star,Darkness,Stage1,Sneasel,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Darkrai ex,202,Two Star,Darkness,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Lickilicky ex,203,Two Star,Colorless,Stage1,Lickitung,Yes
Space-Time Smackdown,A2,2025-01-30,140,Palkia,Palkia ex,204,Three Star,Water,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,Dialga,Dialga ex,205,Three Star,Metal,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Palkia ex,206,Crown,Water,Basic,,Yes
Space-Time Smackdown,A2,2025-01-30,140,"Palkia, Dialga",Dialga ex,207,Crown,Metal,Basic,,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Heracross,1,Two Diamond,Grass,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Burmy,2,One Diamond,Grass,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Mothim,3,Two Diamond,Grass,Stage1,Burmy,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Combee,4,One Diamond,Grass,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Vespiquen,5,Two Diamond,Grass,Stage1,Combee,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Cherubi,6,One Diamond,Grass,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Cherrim,7,Two Diamond,Grass,Stage1,Cherubi,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Cherrim,8,Two Diamond,Grass,Stage1,Cherubi,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Carnivine,9,Three Diamond,Grass,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Leafeon ex,10,Four Diamond,Grass,Stage1,Eevee,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Houndour,11,One Diamond,Fire,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Houndoom,12,Two Diamond,Fire,Stage1,Houndour,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Heatran,13,Three Diamond,Fire,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Marill,14,One Diamond,Water,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Azumarill,15,One Diamond,Water,Stage1,Marill,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Barboach,16,One Diamond,Water,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Whiscash,17,Two Diamond,Water,Stage1,Barboach,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Snorunt,18,One Diamond,Water,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Froslass,19,Two Diamond,Water,Stage1,Snorunt,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Snover,20,One Diamond,Water,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Abomasnow,21,Three Diamond,Water,Stage1,Snover,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Glaceon ex,22,Four Diamond,Water,Stage1,Eevee,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Origin Forme Palkia,23,Three Diamond,Water,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Phione,24,Two Diamond,Water,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Pikachu,25,One Diamond,Lightning,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Raichu,26,Three Diamond,Lightning,Stage1,Pikachu,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Electrike,27,One Diamond,Lightning,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Manectric,28,Two Diamond,Lightning,Stage1,Electrike,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Clefairy,29,One Diamond,Psychic,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Clefable,30,Two Diamond,Psychic,Stage1,Clefairy,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Gastly,31,One Diamond,Psychic,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Haunter,32,One Diamond,Psychic,Stage1,Gastly,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Gengar,33,Two Diamond,Psychic,Stage2,Haunter,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Unown,34,Two Diamond,Psychic,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Rotom,35,Three Diamond,Psychic,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Sudowoodo,36,Two Diamond,Fighting,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Phanpy,37,One Diamond,Fighting,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Donphan,38,Two Diamond,Fighting,Stage1,Phanpy,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Larvitar,39,One Diamond,Fighting,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Pupitar,40,Two Diamond,Fighting,Stage1,Larvitar,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Tyranitar,41,Three Diamond,Fighting,Stage2,Pupitar,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Nosepass,42,One Diamond,Fighting,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Meditite,43,One Diamond,Fighting,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Medicham,44,Two Diamond,Fighting,Stage1,Meditite,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Gible,45,One Diamond,Fighting,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Gabite,46,One Diamond,Fighting,Stage1,Gible,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Garchomp ex,47,Four Diamond,Fighting,Stage2,Gabite,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Zubat,48,One Diamond,Darkness,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Golbat,49,One Diamond,Darkness,Stage1,Zubat,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Crobat,50,Three Diamond,Darkness,Stage2,Golbat,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Croagunk,51,One Diamond,Darkness,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Toxicroak,52,Two Diamond,Darkness,Stage1,Croagunk,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Magnemite,53,One Diamond,Metal,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Magneton,54,One Diamond,Metal,Stage1,Magnemite,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Magnezone,55,Three Diamond,Metal,Stage2,Magneton,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Mawile,56,One Diamond,Metal,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Probopass ex,57,Four Diamond,Metal,Stage1,Nosepass,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Bronzor,58,One Diamond,Metal,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Bronzong,59,Two Diamond,Metal,Stage1,Bronzor,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Origin Forme Dialga,60,Three Diamond,Metal,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Giratina,61,Three Diamond,Dragon,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Eevee,62,One Diamond,Colorless,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Snorlax,63,Two Diamond,Colorless,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Hoothoot,64,One Diamond,Colorless,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Noctowl,65,Two Diamond,Colorless,Stage1,Hoothoot,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Starly,66,One Diamond,Colorless,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Staravia,67,One Diamond,Colorless,Stage1,Starly,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Staraptor,68,Two Diamond,Colorless,Stage2,Staravia,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Shaymin,69,Three Diamond,Colorless,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Arceus,70,Three Diamond,Colorless,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Arceus ex,71,Four Diamond,Colorless,Basic,,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Irida,72,Two Diamond,Trainer,,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Celestic Town Elder,73,Two Diamond,Trainer,,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Barry,74,Two Diamond,Trainer,,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Adaman,75,Two Diamond,Trainer,,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Houndoom,76,One Star,Fire,Stage1,Houndour,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Marill,77,One Star,Water,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Unown,78,One Star,Psychic,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Sudowoodo,79,One Star,Fighting,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Magnemite,80,One Star,Metal,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Shaymin,81,One Star,Colorless,Basic,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Leafeon ex,82,Two Star,Grass,Stage1,Eevee,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Glaceon ex,83,Two Star,Water,Stage1,Eevee,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Garchomp ex,84,Two Star,Fighting,Stage2,Gabite,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Probopass ex,85,Two Star,Metal,Stage1,Nosepass,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Arceus ex,86,Two Star,Colorless,Basic,,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Irida,87,Two Star,Trainer,,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Celestic Town Elder,88,Two Star,Trainer,,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Barry,89,Two Star,Trainer,,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Adaman,90,Two Star,Trainer,,,No
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Leafeon ex,91,Two Star,Grass,Stage1,Eevee,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Glaceon ex,92,Two Star,Water,Stage1,Eevee,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Garchomp ex,93,Two Star,Fighting,Stage2,Gabite,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Probopass ex,94,Two Star,Metal,Stage1,Nosepass,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Arceus ex,95,Three Star,Colorless,Basic,,Yes
Triumphant Light,A2a,2025-02-28,75,Triumphant Light,Arceus ex,96,Crown,Colorless,Basic,,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Weedle,1,One Diamond,Grass,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Kakuna,2,Two Diamond,Grass,Stage1,Weedle,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Beedrill ex,3,Four Diamond,Grass,Stage2,Kakuna,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pinsir,4,One Diamond,Grass,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Sprigatito,5,One Diamond,Grass,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Floragato,6,Two Diamond,Grass,Stage1,Sprigatito,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Meowscarada,7,Three Diamond,Grass,Stage2,Floragato,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Charmander,8,One Diamond,Fire,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Charmeleon,9,Two Diamond,Fire,Stage1,Charmander,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Charizard ex,10,Four Diamond,Fire,Stage2,Charmeleon,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Magmar,11,One Diamond,Fire,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Magmortar,12,Three Diamond,Fire,Stage1,Magmar,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Paldean Tauros,13,Two Diamond,Fire,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tentacool,14,One Diamond,Water,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tentacruel,15,Two Diamond,Water,Stage1,Tentacool,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Buizel,16,One Diamond,Water,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Floatzel,17,Two Diamond,Water,Stage1,Buizel,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Wiglett,18,One Diamond,Water,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Wugtrio ex,19,Four Diamond,Water,Stage1,Wiglett,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Dondozo,20,Three Diamond,Water,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tatsugiri,21,Two Diamond,Water,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pikachu ex,22,Four Diamond,Lightning,Basic,,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Voltorb,23,One Diamond,Lightning,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Electrode,24,Two Diamond,Lightning,Stage1,Voltorb,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pachirisu,25,Two Diamond,Lightning,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pawmi,26,One Diamond,Lightning,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pawmo,27,Two Diamond,Lightning,Stage1,Pawmi,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Pawmot,28,Three Diamond,Lightning,Stage2,Pawmo,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Abra,29,One Diamond,Psychic,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Kadabra,30,Two Diamond,Psychic,Stage1,Abra,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Alakazam,31,Three Diamond,Psychic,Stage2,Kadabra,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Mr. Mime,32,One Diamond,Psychic,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Drifloon,33,One Diamond,Psychic,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Drifblim,34,Two Diamond,Psychic,Stage1,Drifloon,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Giratina ex,35,Four Diamond,Psychic,Basic,,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Gimmighoul,36,One Diamond,Psychic,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Machop,37,One Diamond,Fighting,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Machoke,38,One Diamond,Fighting,Stage1,Machop,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Machamp,39,Three Diamond,Fighting,Stage2,Machoke,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Hitmonlee,40,One Diamond,Fighting,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Hitmonchan,41,One Diamond,Fighting,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Riolu,42,One Diamond,Fighting,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Lucario ex,43,Four Diamond,Fighting,Stage1,Riolu,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Flamigo,44,Two Diamond,Fighting,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Ekans,45,One Diamond,Darkness,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Arbok,46,Two Diamond,Darkness,Stage1,Ekans,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Paldean Wooper,47,One Diamond,Darkness,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Paldean Clodsire ex,48,Four Diamond,Darkness,Stage1,Paldean Wooper,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Spiritomb,49,Two Diamond,Darkness,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Shroodle,50,One Diamond,Darkness,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Grafaiai,51,Three Diamond,Darkness,Stage1,Shroodle,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tinkatink,52,One Diamond,Metal,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tinkatuff,53,Two Diamond,Metal,Stage1,Tinkatink,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Tinkaton ex,54,Four Diamond,Metal,Stage2,Tinkatuff,Yes
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Varoom,55,One Diamond,Metal,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Revavroom,56,Two Diamond,Metal,Stage1,Varoom,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Gholdengo,57,Three Diamond,Metal,Stage1,Gimmighoul,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Rattata,58,One Diamond,Colorless,Basic,,No
Shining Revelry,A2b,2025-03-27,72,Shining Revelry,Raticate,59,One Diamond,Colorless,Stage1,Rattata,No
